Age,Gender,Income,Socks_Owned,Frequent_Losers,City_Location
17,Male,49333,11,False,Austin
79,Female,138973,13,False,Charlotte
45,Female,70759,14,False,Jacksonville
36,Male,110464,19,False,Columbus
16,Male,30278,2,False,Houston
36,Female,53864,5,False,Austin
29,Female,27029,20,False,San Diego
38,Female,89653,8,False,Denver
52,Female,135400,8,False,Phoenix
73,Male,126526,3,False,Austin
75,Male,105281,7,False,Philadelphia
20,Male,39267,20,False,Austin
54,Female,81293,9,False,Philadelphia
45,Male,80493,13,False,San Jose
35,Female,97242,10,False,Columbus
96,Male,148775,2,False,San Diego
33,Male,103380,10,False,San Francisco
65,Female,115592,4,False,Phoenix
30,Female,95746,20,False,Denver
39,Male,30965,14,False,San Diego
68,Male,89685,14,False,Fort Worth
37,Male,73618,6,False,Phoenix
38,Male,89189,11,False,Philadelphia
10,Male,36480,12,False,San Diego
59,Female,29076,1,False,Houston
47,Female,127025,10,False,Austin
63,Male,56487,5,False,Columbus
68,Male,64678,4,False,Seattle
57,Female,142719,12,False,Charlotte
24,Female,36262,5,False,Charlotte
77,Male,82499,20,False,Charlotte
49,Female,26461,7,False,Washington
16,Female,33681,3,False,Dallas
26,Female,59986,17,False,Jacksonville
87,Female,134654,19,False,Philadelphia
10,Female,26430,5,False,San Diego
88,Female,123049,2,False,Los Angeles
56,Female,121971,14,False,Dallas
60,Male,48914,11,False,Phoenix
54,Male,58178,2,False,Seattle
47,Female,118716,6,False,Los Angeles
81,Female,95997,16,False,Seattle
65,Male,77264,7,False,Phoenix
64,Male,143934,1,False,Fort Worth
32,Female,46464,17,False,San Francisco
45,Male,81047,17,False,Philadelphia
46,Male,94599,15,False,Houston
85,Female,115984,3,False,Charlotte
55,Female,146019,20,False,Phoenix
45,Male,43521,16,False,San Antonio
44,Female,63792,4,False,Seattle
39,Male,37889,1,False,Fort Worth
34,Male,85631,4,False,Indianapolis
55,Female,36608,10,False,Los Angeles
90,Male,128068,4,False,Phoenix
52,Male,73982,9,False,Charlotte
49,Male,31609,15,False,Fort Worth
28,Male,81662,17,False,Indianapolis
35,Male,98814,13,False,Austin
25,Female,43835,20,False,Seattle
23,Male,68381,10,False,Austin
41,Male,54469,7,False,Jacksonville
79,Female,105739,12,False,Indianapolis
94,Female,149143,3,False,Columbus
67,Male,93865,5,False,Houston
59,Male,137063,11,False,Jacksonville
48,Female,96653,15,False,Jacksonville
59,Female,35075,1,False,Phoenix
54,Male,24690,18,False,Washington
16,Female,41019,15,False,Jacksonville
39,Female,40164,4,False,New York
25,Male,51831,1,False,Austin
30,Male,52116,15,False,Houston
40,Male,39065,7,False,Columbus
60,Female,115622,4,False,Seattle
80,Male,130931,11,False,San Antonio
17,Male,29729,14,False,Austin
32,Female,84312,4,False,Denver
35,Female,36106,5,False,Seattle
51,Female,97065,1,False,Columbus
36,Male,42609,15,False,Houston
36,Female,61825,2,False,Seattle
53,Female,77741,16,False,Phoenix
70,Male,142871,5,False,Columbus
52,Male,41193,9,False,Dallas
56,Male,55173,10,False,San Francisco
54,Female,63807,5,False,Los Angeles
37,Male,52948,1,False,Seattle
63,Male,58402,12,False,Jacksonville
48,Female,115222,1,False,Houston
33,Male,34895,10,False,Austin
36,Male,111271,16,False,Austin
7,Male,25384,15,False,Chicago
19,Female,20202,20,False,Jacksonville
52,Male,139567,10,False,Seattle
60,Male,107521,13,False,Austin
30,Male,62839,12,False,New York
57,Male,75582,20,True,Denver
80,Female,128676,14,False,Denver
38,Female,86656,11,False,San Jose
77,Female,148093,16,False,Indianapolis
62,Male,134681,7,False,New York
58,Male,89494,20,False,Fort Worth
48,Male,52861,4,False,Los Angeles
33,Female,85230,13,False,New York
62,Female,74566,19,False,Houston
60,Female,45615,2,False,Washington
44,Female,135161,10,False,Charlotte
60,Female,76255,7,False,Charlotte
64,Male,107499,9,False,San Diego
65,Male,85746,18,False,Seattle
50,Male,75854,19,False,Austin
57,Male,71642,5,False,Seattle
80,Male,126594,1,False,New York
36,Male,114227,17,False,Fort Worth
74,Female,110132,20,False,Denver
48,Male,125652,20,False,Los Angeles
29,Male,84996,20,False,Austin
57,Female,75118,16,False,Indianapolis
48,Male,125141,11,False,Columbus
67,Male,69712,3,False,Austin
28,Female,60335,15,False,Houston
29,Female,56111,11,False,New York
46,Male,33334,1,False,Houston
15,Male,20107,3,False,Columbus
55,Female,41315,13,False,San Diego
42,Female,84092,2,False,Chicago
43,Female,91332,14,False,Houston
66,Female,103991,2,False,Denver
16,Female,52572,2,False,Phoenix
21,Female,39207,15,False,Columbus
61,Female,70923,19,False,Columbus
23,Male,71652,17,False,Austin
68,Female,128138,6,False,Los Angeles
31,Male,50236,18,False,San Francisco
46,Female,87698,7,False,New York
58,Female,42921,8,False,Fort Worth
28,Male,53719,9,False,Los Angeles
75,Male,132497,13,False,San Antonio
53,Female,22667,6,False,Seattle
48,Female,62568,8,False,Houston
53,Female,48309,7,False,Denver
77,Male,114985,10,False,Los Angeles
49,Male,104563,8,False,Chicago
43,Female,50099,15,False,New York
44,Male,68946,12,False,Washington
49,Female,99450,16,False,Indianapolis
48,Female,131604,6,False,Fort Worth
60,Female,105093,3,False,Columbus
21,Male,48937,11,False,Philadelphia
77,Female,147058,4,False,Phoenix
27,Male,82376,15,False,San Jose
28,Male,85245,5,False,Chicago
65,Female,74991,16,False,Washington
36,Male,52039,6,False,Philadelphia
63,Male,148971,8,False,Seattle
62,Female,89877,19,False,San Antonio
41,Female,82724,10,False,Philadelphia
17,Female,20810,12,False,Houston
76,Female,86546,12,False,Seattle
30,Male,74978,2,False,Columbus
43,Male,49847,4,False,Phoenix
29,Male,33685,3,False,Indianapolis
29,Female,60281,10,False,Dallas
44,Male,32958,8,False,Washington
62,Female,101390,16,False,Houston
39,Female,93725,13,False,Washington
51,Male,103770,4,False,Indianapolis
39,Male,21141,13,False,Jacksonville
99,Male,147603,20,False,Washington
64,Female,61666,2,False,San Diego
51,Male,24030,11,False,Dallas
17,Male,27541,14,False,Jacksonville
93,Male,132768,5,False,Houston
44,Male,117482,7,False,Dallas
41,Male,122380,19,False,Washington
40,Female,48484,2,False,San Francisco
54,Female,40678,1,False,Indianapolis
71,Female,102686,20,False,Austin
60,Male,76224,2,False,Seattle
51,Female,21100,8,False,Jacksonville
47,Male,62430,13,False,San Francisco
48,Female,23497,4,False,Washington
54,Female,29886,6,False,Charlotte
92,Male,141339,3,False,San Diego
73,Female,148051,19,False,San Francisco
44,Male,79569,19,False,Columbus
82,Male,99628,10,False,Los Angeles
51,Male,103392,9,False,Austin
15,Female,43664,9,False,Los Angeles
32,Male,74507,16,False,Philadelphia
35,Female,75158,14,False,Denver
54,Male,144069,5,False,Phoenix
34,Female,99398,4,False,Dallas
24,Female,46464,13,False,Jacksonville
22,Male,50718,11,False,Los Angeles
50,Female,122697,7,False,Dallas
55,Female,32667,19,False,Charlotte
51,Female,85122,3,False,San Diego
74,Female,118470,11,False,Dallas
87,Female,146505,17,False,Denver
20,Female,30601,3,False,Los Angeles
60,Male,74088,9,False,San Francisco
38,Female,39909,9,False,San Francisco
62,Female,139287,2,False,Denver
56,Female,107656,16,False,Austin
23,Female,22806,10,False,Jacksonville
54,Male,24552,2,False,Washington
44,Female,102778,9,False,San Diego
38,Female,84809,11,False,San Francisco
67,Male,127420,12,False,Los Angeles
96,Male,139491,20,False,Fort Worth
36,Female,111800,10,False,San Francisco
55,Female,144687,4,False,Fort Worth
64,Female,136920,13,False,San Diego
35,Male,77761,10,False,Chicago
48,Female,127210,10,False,New York
48,Male,55592,3,False,Columbus
44,Male,101570,16,False,Fort Worth
61,Female,49466,15,False,New York
38,Female,65996,9,False,New York
59,Female,143002,10,False,Seattle
64,Female,105228,17,False,Chicago
78,Female,146395,16,False,San Diego
50,Male,108050,13,False,Columbus
68,Female,141435,9,False,Seattle
36,Male,29642,16,False,Fort Worth
24,Female,44636,1,False,Jacksonville
63,Female,58596,18,False,Austin
85,Female,121263,12,False,Houston
21,Male,24187,6,False,Austin
36,Male,111009,14,False,Columbus
57,Female,130825,9,False,Phoenix
46,Female,53737,20,False,Chicago
69,Male,88114,4,False,San Francisco
30,Male,75103,12,False,Chicago
90,Male,123417,12,False,Dallas
45,Male,135475,2,False,Washington
34,Male,76121,6,False,San Jose
26,Male,29211,9,False,Chicago
29,Female,50651,17,False,Chicago
58,Male,141658,13,False,San Francisco
20,Female,21653,7,False,Philadelphia
89,Female,117647,1,False,San Antonio
74,Male,86796,19,False,Phoenix
88,Male,146642,12,False,San Antonio
53,Female,23362,11,False,Washington
56,Female,25480,9,False,San Francisco
69,Male,117417,11,False,San Francisco
64,Female,112783,8,False,Washington
46,Female,112401,20,False,San Antonio
47,Male,106307,3,False,Houston
41,Female,79828,14,False,Charlotte
42,Female,52631,11,False,Jacksonville
56,Male,110871,4,True,Denver
51,Male,121429,4,False,San Jose
35,Female,26671,10,False,San Diego
70,Female,122449,20,False,San Jose
90,Female,145721,14,False,Houston
22,Male,31038,17,False,Philadelphia
18,Female,42716,6,False,Washington
34,Male,68041,4,False,San Jose
81,Female,97312,17,False,Houston
81,Female,128502,16,False,San Francisco
68,Male,75977,10,False,Phoenix
48,Male,39632,5,False,Chicago
76,Male,100090,10,False,Chicago
78,Male,112818,13,False,Columbus
22,Female,43247,6,False,Chicago
67,Female,123679,19,False,Los Angeles
38,Female,31064,17,False,Columbus
71,Female,149381,12,False,San Antonio
82,Male,100519,18,False,Charlotte
28,Female,22237,6,False,Fort Worth
24,Female,25967,20,False,San Antonio
17,Female,54251,1,False,Houston
32,Male,41512,9,False,San Antonio
36,Female,59791,4,False,New York
57,Female,82214,2,False,Jacksonville
16,Male,33991,2,False,Charlotte
48,Female,78355,9,False,Seattle
81,Male,115716,2,True,Denver
17,Female,33500,6,False,Washington
72,Female,125494,12,False,San Diego
48,Male,85832,19,False,Austin
46,Female,132967,7,False,San Diego
55,Female,101558,6,False,San Antonio
40,Male,106995,4,False,San Antonio
20,Male,21775,16,False,San Antonio
78,Female,101930,6,False,San Jose
67,Female,76320,15,False,San Antonio
75,Female,80592,12,False,San Jose
61,Male,147787,8,False,Indianapolis
25,Male,82788,19,False,San Antonio
32,Male,39597,18,False,Los Angeles
10,Male,30758,9,False,San Diego
65,Female,90778,16,False,Washington
51,Female,122843,13,False,Phoenix
49,Male,48183,4,False,New York
53,Male,116998,3,False,Philadelphia
53,Male,29091,18,False,Jacksonville
73,Male,107278,3,False,Washington
51,Male,108218,19,False,New York
10,Female,31197,19,False,Indianapolis
49,Male,127526,3,False,Phoenix
56,Female,32725,6,False,New York
56,Female,60407,5,False,Seattle
81,Female,111592,17,False,San Antonio
7,Male,27616,5,False,Columbus
44,Female,62721,1,False,Fort Worth
32,Male,26759,19,False,Chicago
46,Female,115070,12,False,San Diego
77,Female,94342,8,False,Phoenix
35,Female,99702,10,False,San Francisco
18,Male,43490,13,False,Washington
65,Female,147078,11,False,Houston
69,Female,131251,6,False,Philadelphia
49,Male,111321,14,False,Charlotte
40,Male,24783,1,False,Houston
57,Male,40377,18,False,Columbus
83,Female,149441,3,False,Columbus
40,Female,95679,15,False,Houston
54,Female,82816,11,False,San Francisco
59,Female,126791,5,False,Phoenix
53,Female,59428,15,False,Houston
28,Female,86057,9,False,Houston
50,Female,134147,8,False,Seattle
84,Male,140029,5,False,New York
61,Male,76904,14,False,Indianapolis
70,Female,143565,20,False,Austin
17,Female,56383,6,False,Denver
53,Female,99804,4,False,Indianapolis
49,Male,87156,14,False,Fort Worth
34,Male,48585,2,False,Columbus
48,Female,107921,2,False,Philadelphia
34,Female,86040,10,False,Philadelphia
30,Female,60217,13,False,Seattle
56,Male,93622,17,False,Austin
37,Male,39848,12,False,Houston
70,Male,68580,17,False,San Diego
57,Female,26198,10,False,Charlotte
55,Male,123047,4,False,Charlotte
71,Female,109067,15,False,Indianapolis
80,Female,143507,14,False,Jacksonville
12,Male,43607,3,False,Chicago
30,Female,45526,12,False,Chicago
71,Female,71954,19,False,Washington
37,Male,95501,7,False,Philadelphia
36,Male,78154,10,False,San Antonio
52,Male,46442,14,False,San Diego
73,Male,93783,3,False,San Diego
22,Male,32451,1,False,San Diego
54,Female,44465,16,False,Jacksonville
54,Male,40254,6,False,New York
50,Female,22536,15,False,Houston
43,Female,128551,3,False,Jacksonville
66,Male,108675,9,False,Dallas
57,Male,110098,11,False,Jacksonville
72,Male,118450,5,False,San Diego
86,Male,115637,6,False,Austin
64,Female,79457,20,False,San Antonio
28,Female,63146,10,False,Chicago
41,Female,24290,8,False,Phoenix
40,Female,71488,6,False,San Antonio
50,Male,36841,13,False,Charlotte
70,Female,84308,9,False,Seattle
57,Male,49100,15,False,Phoenix
39,Female,93922,19,False,Los Angeles
25,Female,50330,4,False,Houston
57,Female,126790,8,False,Jacksonville
44,Male,52504,5,False,Austin
57,Female,48068,16,False,Dallas
92,Female,141441,18,False,San Diego
52,Female,54865,2,False,Denver
26,Female,27437,6,False,San Diego
43,Male,65875,3,False,New York
53,Male,133017,7,False,New York
26,Female,25723,3,False,Houston
61,Male,117821,12,False,Charlotte
52,Male,134845,2,False,Jacksonville
44,Male,114328,9,False,Indianapolis
61,Female,43194,16,False,San Diego
40,Male,55393,9,False,San Diego
71,Female,118404,6,False,Columbus
82,Male,99180,15,False,San Diego
38,Male,29510,7,False,Houston
81,Female,107465,4,False,Seattle
59,Female,145723,11,False,Fort Worth
9,Female,35443,4,False,Dallas
28,Female,43358,14,False,Philadelphia
61,Female,119174,7,False,Denver
41,Male,108118,5,False,Phoenix
51,Female,147217,17,False,Charlotte
33,Male,95921,3,False,Chicago
78,Female,120001,13,False,San Diego
55,Male,69848,15,False,San Antonio
50,Male,104335,6,False,New York
50,Male,90828,19,False,Columbus
13,Male,21616,11,False,Philadelphia
75,Male,144837,3,False,Phoenix
56,Male,27062,2,False,Columbus
26,Male,39486,1,False,Charlotte
67,Male,111528,1,False,New York
36,Male,112962,14,False,Charlotte
30,Female,58296,6,False,Houston
87,Female,133318,5,False,San Antonio
31,Female,99773,18,False,Chicago
58,Male,106276,15,False,Washington
34,Male,37051,19,False,Philadelphia
55,Female,126100,4,False,Denver
43,Female,93222,9,False,Los Angeles
53,Male,91529,17,False,Houston
82,Female,115477,17,False,Indianapolis
56,Male,45463,5,False,Columbus
26,Male,41929,11,False,Indianapolis
54,Female,131401,16,False,Columbus
66,Female,121176,14,False,Phoenix
34,Female,40197,5,False,San Diego
93,Male,147826,15,False,Seattle
49,Female,112607,6,False,New York
56,Female,122011,20,False,Denver
47,Male,126712,15,False,Charlotte
59,Male,84318,10,False,San Jose
39,Female,122929,13,False,Washington
42,Female,54932,4,False,Houston
39,Male,96014,15,False,Washington
53,Male,64633,1,False,Chicago
54,Female,104908,1,False,Seattle
89,Male,131891,14,False,Austin
31,Male,80417,16,False,Charlotte
45,Female,60767,11,False,Phoenix
42,Male,67901,10,False,Dallas
49,Male,145589,19,False,New York
43,Female,98587,6,False,Austin
87,Female,112777,2,False,Philadelphia
61,Male,67478,6,True,Denver
70,Male,134977,10,False,Columbus
22,Male,74396,4,False,San Jose
40,Female,118466,19,False,San Diego
64,Male,106909,11,False,Fort Worth
68,Male,116452,9,False,San Antonio
85,Female,118104,15,False,Phoenix
45,Male,67630,7,False,Dallas
42,Female,84806,18,False,San Francisco
45,Female,27630,10,False,Dallas
27,Female,21563,9,False,Phoenix
68,Female,118315,16,False,Columbus
68,Male,57058,13,True,Denver
40,Female,86825,17,False,San Diego
33,Male,70019,5,False,Philadelphia
28,Male,87334,19,False,Houston
51,Female,107722,10,False,Washington
65,Female,132976,14,False,Washington
67,Female,75571,20,False,Phoenix
42,Male,65870,9,False,Houston
53,Male,135440,10,False,Washington
32,Male,41997,4,False,Dallas
41,Male,88852,19,False,New York
50,Female,129595,9,False,San Antonio
64,Male,80619,15,False,Chicago
41,Male,51505,9,False,San Francisco
55,Female,149336,11,False,San Jose
56,Female,22412,7,False,Austin
44,Female,57810,7,False,San Jose
35,Male,113220,12,False,Chicago
55,Female,123371,15,False,New York
44,Female,50087,5,False,Charlotte
54,Male,40221,2,False,Charlotte
27,Male,61831,9,False,Columbus
48,Male,43144,13,False,San Francisco
55,Female,88603,15,False,New York
29,Male,43794,18,False,San Francisco
55,Female,34290,14,False,San Antonio
80,Female,136835,5,False,Fort Worth
73,Male,111077,18,False,San Diego
94,Male,144662,2,False,San Francisco
10,Male,22011,19,False,San Diego
59,Female,67147,2,False,San Jose
34,Female,75360,4,False,San Jose
60,Female,31441,17,False,Philadelphia
49,Female,115378,9,False,Jacksonville
56,Female,45136,4,False,San Francisco
27,Male,62050,19,False,Indianapolis
40,Female,70147,11,False,Phoenix
58,Female,140154,15,False,Washington
76,Female,144973,20,False,Jacksonville
50,Female,139877,13,False,San Francisco
67,Male,89021,18,False,San Francisco
43,Female,110020,4,False,San Jose
39,Female,97658,6,False,Washington
52,Female,21477,18,False,Charlotte
79,Male,129164,16,False,Chicago
51,Female,80264,20,False,Austin
36,Male,28400,16,False,San Francisco
41,Male,23886,10,False,Philadelphia
15,Female,45565,4,False,Houston
68,Female,64238,4,False,Columbus
64,Female,73628,12,False,Fort Worth
21,Male,27250,11,False,Columbus
39,Female,65341,9,False,Seattle
71,Male,67975,6,False,San Francisco
65,Male,93160,8,False,Jacksonville
38,Female,87194,15,False,Philadelphia
39,Male,114625,20,False,Philadelphia
53,Female,29453,12,False,Charlotte
20,Female,44921,8,False,San Francisco
65,Female,89997,17,False,San Diego
74,Female,106372,4,False,Jacksonville
35,Female,32348,6,False,Phoenix
35,Female,47007,11,False,Chicago
56,Female,43714,4,False,Jacksonville
60,Male,70921,3,False,Charlotte
81,Female,122977,16,False,Indianapolis
52,Male,99884,19,False,San Francisco
53,Male,96347,12,False,San Antonio
83,Female,105098,11,False,Philadelphia
48,Female,77706,7,False,San Francisco
34,Female,21288,10,False,San Diego
63,Male,99764,1,False,Los Angeles
57,Male,132552,14,False,Phoenix
51,Male,96907,6,False,Dallas
78,Female,98656,4,False,Jacksonville
92,Male,137203,2,False,San Diego
80,Female,121040,7,False,Charlotte
52,Male,112996,16,False,Seattle
27,Male,69419,13,False,Denver
66,Male,59146,15,True,Denver
55,Male,98740,2,True,Denver
24,Male,58716,3,False,Fort Worth
51,Female,144527,18,False,Dallas
73,Female,140614,18,False,Washington
66,Female,91894,15,False,Washington
33,Female,40935,9,False,San Francisco
75,Female,140085,14,False,Dallas
53,Male,104569,11,False,Chicago
62,Male,71538,11,False,Fort Worth
89,Male,149848,2,False,Houston
76,Female,102638,14,False,Houston
18,Female,37572,11,False,San Antonio
36,Female,25160,6,False,Los Angeles
12,Female,25332,16,False,Denver
51,Male,136850,13,False,Philadelphia
40,Female,91116,2,False,Seattle
13,Female,39590,1,False,Dallas
55,Male,70520,11,False,Austin
44,Female,42560,16,False,Philadelphia
41,Female,69666,12,False,San Diego
39,Male,35910,17,False,Austin
81,Female,97151,15,False,Chicago
71,Female,121096,11,False,San Jose
75,Male,139715,13,False,Washington
45,Male,41492,5,False,San Jose
21,Male,28871,6,False,Seattle
37,Female,24595,12,False,New York
40,Female,111633,17,False,Columbus
50,Male,25398,11,False,Jacksonville
58,Female,121825,12,False,San Francisco
51,Male,64767,19,False,San Jose
38,Male,28493,2,False,Philadelphia
75,Female,80933,1,False,San Jose
40,Male,72038,20,False,Houston
57,Male,82263,11,False,Austin
59,Male,103220,9,False,Chicago
73,Male,137344,17,False,Seattle
67,Female,148079,2,False,Philadelphia
60,Male,87010,12,False,San Jose
55,Male,131385,1,False,San Diego
36,Female,75550,3,False,Indianapolis
58,Female,128184,10,False,Columbus
65,Female,75118,20,False,New York
44,Male,97013,15,False,Denver
26,Female,71306,5,False,New York
73,Male,72324,1,False,San Diego
19,Male,41104,2,False,San Francisco
54,Male,62351,14,False,Los Angeles
65,Male,144607,8,False,New York
44,Female,40435,8,False,Seattle
67,Female,96468,9,False,Columbus
70,Male,143441,9,True,Denver
29,Female,43580,17,False,Chicago
42,Male,53124,15,False,Fort Worth
65,Male,51122,18,False,San Antonio
39,Female,99463,15,False,Phoenix
64,Male,107134,7,False,San Antonio
76,Female,78937,10,False,Chicago
23,Male,60077,12,False,San Jose
52,Male,125450,16,False,Washington
68,Male,130716,20,False,San Francisco
65,Male,134574,2,False,Seattle
30,Male,62046,16,False,New York
86,Female,139552,7,False,Indianapolis
25,Female,50067,20,False,Jacksonville
64,Female,50923,5,False,Indianapolis
53,Male,112479,5,False,Jacksonville
48,Male,91818,5,False,Houston
44,Male,62158,9,False,Phoenix
28,Female,36136,11,False,Phoenix
50,Male,87051,5,False,Columbus
40,Male,51328,7,False,Austin
55,Male,41685,18,False,Los Angeles
65,Female,120981,11,False,Fort Worth
87,Female,134586,10,False,Austin
28,Male,39169,14,False,San Francisco
53,Female,36880,8,False,Washington
47,Male,43680,6,False,Denver
53,Female,42025,4,False,New York
33,Female,21676,2,False,San Diego
26,Male,37052,13,False,San Jose
19,Female,54414,3,False,Chicago
54,Female,41764,10,False,Charlotte
58,Female,48618,1,False,Columbus
70,Female,133716,16,False,Washington
8,Female,23162,11,False,Fort Worth
35,Female,84761,18,False,San Jose
41,Male,58566,12,False,Columbus
56,Female,85272,8,False,San Diego
49,Female,148227,6,False,Columbus
52,Male,24531,4,False,Indianapolis
28,Female,88314,10,False,Houston
55,Male,99594,14,False,Chicago
67,Female,65670,14,False,Phoenix
35,Female,97357,1,False,San Jose
60,Male,111224,5,False,Charlotte
41,Female,108358,6,False,San Jose
59,Male,82295,15,False,Chicago
59,Male,105033,8,False,San Francisco
60,Female,114895,4,False,Chicago
39,Female,72766,7,False,Washington
30,Male,96358,17,False,Washington
62,Female,51192,1,False,Los Angeles
84,Male,144373,10,False,Seattle
44,Female,134762,6,False,Columbus
40,Male,118072,12,False,Austin
70,Male,98802,20,False,San Antonio
57,Female,69539,19,False,Los Angeles
73,Female,75000,16,False,Philadelphia
30,Male,54273,14,False,Indianapolis
48,Female,131131,9,False,Houston
63,Female,86511,5,False,San Diego
57,Female,32289,9,False,Dallas
51,Female,105529,8,False,San Francisco
56,Male,37223,20,False,Dallas
43,Female,62154,11,False,Seattle
47,Female,35833,4,False,Chicago
32,Female,75717,9,False,Fort Worth
70,Male,107572,16,False,Austin
54,Male,129361,16,False,San Diego
68,Male,67888,20,False,San Antonio
74,Female,108349,10,False,San Jose
24,Male,26898,3,False,San Diego
65,Female,115018,7,False,Indianapolis
49,Female,141893,17,False,Chicago
36,Male,24220,8,False,San Jose
42,Female,116570,9,False,Jacksonville
55,Female,117850,15,False,Charlotte
41,Female,40523,1,False,Fort Worth
97,Male,145259,18,False,Charlotte
68,Male,97342,8,False,San Antonio
63,Female,128267,12,False,Los Angeles
41,Female,30404,12,False,Fort Worth
36,Male,48005,12,False,Seattle
63,Male,56654,14,False,Phoenix
63,Female,63770,2,False,Dallas
48,Female,35871,19,False,Dallas
19,Male,49382,19,False,Dallas
84,Male,148454,6,False,San Diego
62,Male,73154,3,False,San Jose
43,Female,31482,7,False,New York
41,Female,53433,15,False,Indianapolis
16,Female,26327,2,False,Philadelphia
48,Female,138759,16,False,San Diego
34,Female,62366,15,False,Los Angeles
75,Female,78666,8,False,Los Angeles
27,Female,69554,15,False,Philadelphia
49,Female,75957,13,False,Jacksonville
84,Female,122840,17,False,Fort Worth
44,Male,98400,14,False,Philadelphia
60,Male,51098,20,False,New York
51,Female,125121,11,False,Los Angeles
32,Male,73809,3,False,Chicago
64,Female,68799,18,False,Charlotte
68,Male,137044,3,False,San Jose
46,Female,82428,18,False,San Jose
69,Male,132085,11,False,Charlotte
54,Female,99922,19,False,New York
69,Male,130867,20,False,Chicago
49,Female,130521,15,False,Houston
70,Female,94587,14,False,Denver
30,Female,89164,11,False,San Jose
71,Female,76753,11,False,Washington
69,Male,78747,17,False,Charlotte
57,Female,128658,6,False,Jacksonville
68,Male,84347,18,False,San Antonio
36,Male,69287,6,False,New York
69,Female,117646,2,False,Dallas
48,Female,67124,15,False,San Antonio
57,Male,65585,3,False,New York
30,Female,69513,19,False,Jacksonville
13,Female,23342,7,False,Fort Worth
35,Male,22953,8,False,Fort Worth
61,Male,110330,19,False,Dallas
15,Male,46942,1,False,Washington
47,Male,108529,19,False,San Antonio
70,Male,144307,4,True,Denver
28,Male,48792,14,False,San Diego
32,Female,101981,17,False,Seattle
28,Female,22021,8,False,Denver
57,Female,139904,18,False,Los Angeles
73,Male,86541,17,False,Charlotte
30,Male,80154,18,False,San Antonio
73,Female,121811,3,False,San Antonio
92,Female,136125,14,False,Dallas
32,Female,33186,5,False,Charlotte
65,Male,125600,5,False,Charlotte
50,Female,49941,9,False,San Diego
50,Female,46633,19,False,Fort Worth
50,Male,69968,20,False,Jacksonville
52,Male,86112,2,False,Phoenix
46,Male,31247,20,False,San Jose
53,Female,125206,16,False,Charlotte
34,Male,35776,5,False,San Diego
44,Male,138650,3,False,Denver
37,Male,110460,7,False,San Diego
63,Male,112578,11,False,San Francisco
44,Male,140996,2,False,Denver
55,Male,45778,14,False,Seattle
95,Female,146942,4,False,Austin
56,Female,40533,14,False,Jacksonville
53,Female,102238,6,False,Denver
46,Female,115277,14,False,Denver
37,Female,90061,12,False,Dallas
29,Male,47000,13,False,Washington
53,Female,60113,20,False,Columbus
87,Male,129062,4,False,San Antonio
65,Male,126067,6,False,New York
94,Female,148127,6,False,Denver
41,Male,70108,18,False,Columbus
51,Male,124938,13,False,San Francisco
40,Female,103669,20,False,San Jose
46,Male,115465,10,False,Columbus
15,Male,22059,8,False,New York
30,Female,81001,11,False,San Diego
9,Male,34885,17,False,Austin
24,Male,63870,13,False,Denver
34,Female,74759,14,False,Philadelphia
66,Male,142790,19,False,Chicago
40,Male,36364,11,False,Dallas
33,Female,44212,2,False,Indianapolis
50,Male,48054,1,False,San Antonio
82,Male,116734,1,False,Fort Worth
56,Male,96715,7,False,Charlotte
60,Female,40139,9,False,Denver
84,Female,107005,1,False,Austin
47,Female,108277,18,False,Seattle
76,Female,96524,7,False,Chicago
39,Female,111156,10,False,Phoenix
68,Female,106888,7,False,San Diego
54,Female,77811,5,False,Seattle
48,Female,52603,5,False,Phoenix
27,Female,69894,14,False,San Diego
67,Male,85980,18,False,Fort Worth
53,Female,24815,4,False,New York
56,Male,149910,3,False,Houston
65,Male,55026,4,False,Charlotte
52,Female,116919,18,False,San Diego
75,Female,144152,17,False,Chicago
49,Male,93834,8,False,Columbus
46,Female,110782,15,False,San Francisco
28,Male,92196,18,False,Charlotte
27,Male,89072,3,False,Denver
57,Female,39136,18,False,Dallas
39,Female,29892,13,False,Chicago
81,Female,138365,20,False,Philadelphia
60,Male,116543,14,False,San Diego
68,Male,136703,12,False,Seattle
22,Female,36065,15,False,Fort Worth
62,Female,113985,4,False,Phoenix
55,Female,75019,9,False,San Jose
69,Female,107068,12,False,Houston
51,Male,39573,16,False,Seattle
56,Male,89764,20,False,Columbus
63,Female,52925,19,False,Dallas
69,Female,74890,13,False,Philadelphia
15,Male,31436,14,False,Austin
60,Female,44209,16,False,Fort Worth
81,Female,112493,12,False,Denver
18,Male,60356,5,False,San Diego
32,Male,70954,12,False,Denver
32,Male,90915,15,False,Phoenix
65,Male,134645,18,False,Seattle
37,Female,104848,4,False,Austin
55,Female,99405,19,False,San Antonio
14,Female,48539,10,False,Austin
66,Male,133538,15,False,San Francisco
9,Female,34132,1,False,Dallas
49,Female,60599,4,False,Denver
58,Male,59777,7,False,Phoenix
73,Female,102055,7,False,Dallas
13,Female,40695,12,False,Chicago
54,Female,26607,16,False,Los Angeles
57,Female,124069,16,False,Phoenix
85,Male,136564,18,False,Charlotte
65,Female,117503,3,False,Philadelphia
85,Female,115974,1,False,Charlotte
19,Female,62837,3,False,Washington
15,Female,27662,5,False,Philadelphia
